"","Date","meanT.x","maxD","meanT.y","Year","MeanT"
"1",2022-10-01,14.6525,220,13.4975,"2022",14.075
"2",2022-10-02,14.546875,220,13.7927083333333,"2022",14.1697916666667
"3",2022-10-03,14.4510416666667,220,14.3760416666667,"2022",14.4135416666667
"4",2022-10-04,14.2729166666667,210,14.4666666666667,"2022",14.3697916666667
"5",2022-10-05,14.171875,210,14.1041666666667,"2022",14.1380208333333
"6",2022-10-06,14.1083333333333,207,14.6020833333333,"2022",14.3552083333333
"7",2022-10-07,14.0635416666667,207,14.64375,"2022",14.3536458333333
"8",2022-10-08,13.9947916666667,207,14.8854166666667,"2022",14.4401041666667
"9",2022-10-09,13.7666666666667,207,13.1791666666667,"2022",13.4729166666667
"10",2022-10-10,13.7125,207,12.7729166666667,"2022",13.2427083333333
"11",2022-10-11,13.7041666666667,207,13.0635416666667,"2022",13.3838541666667
"12",2022-10-12,14.2072916666667,3450,13.3333333333333,"2022",13.7703125
"13",2022-10-13,15.940625,210,15.0864583333333,"2022",15.5135416666667
"14",2022-10-14,15.7854166666667,207,15.21875,"2022",15.5020833333333
"15",2022-10-15,15.684375,207,14.0864583333333,"2022",14.8854166666667
"16",2022-10-16,15.70625,207,14.5666666666667,"2022",15.1364583333333
"17",2022-10-17,15.6010416666667,207,14.809375,"2022",15.2052083333333
"18",2022-10-18,15.178125,200,13.1385416666667,"2022",14.1583333333333
"19",2022-10-19,14.9145833333333,200,11.440625,"2022",13.1776041666667
"20",2022-10-20,14.56875,200,10.8427083333333,"2022",12.7057291666667
"21",2022-10-21,14.4958333333333,200,11.4145833333333,"2022",12.9552083333333
"22",2022-10-22,14.428125,200,11.9375,"2022",13.1828125
"23",2022-10-23,14.38125,200,12.45625,"2022",13.41875
"24",2022-10-24,14.309375,200,12.7052083333333,"2022",13.5072916666667
"25",2022-10-25,14.2947916666667,200,13.0947916666667,"2022",13.6947916666667
"26",2022-10-26,14.3375,200,14.265625,"2022",14.3015625
"27",2022-10-27,14.2739583333333,197,14.209375,"2022",14.2416666666667
"28",2022-10-28,14.053125,197,12.9927083333333,"2022",13.5229166666667
"29",2022-10-29,14.09375,197,12.696875,"2022",13.3953125
"30",2022-10-30,14.03125,197,12.8041666666667,"2022",13.4177083333333
"31",2022-10-31,14.0572916666667,200,12.9145833333333,"2022",13.4859375
"32",2022-11-01,14.1583333333333,197,13.7958333333333,"2022",13.9770833333333
"33",2022-11-02,14.1208333333333,167,13.965625,"2022",14.0432291666667
"34",2022-11-03,14.0552083333333,164,14.0427083333333,"2022",14.0489583333333
"35",2022-11-04,14.03125,164,14.046875,"2022",14.0390625
"36",2022-11-05,14.3135416666667,164,14.9125,"2022",14.6130208333333
"37",2022-11-06,14.6791666666667,167,16.1822916666667,"2022",15.4307291666667
"38",2022-11-07,14.6458333333333,167,16.9010416666667,"2022",15.7734375
"39",2022-11-08,14.5614583333333,164,15.0458333333333,"2022",14.8036458333333
"40",2022-11-09,14.1854166666667,164,12.4364583333333,"2022",13.3109375
"41",2022-11-10,14.2552083333333,164,11.8614583333333,"2022",13.0583333333333
"42",2022-11-11,14.4885416666667,167,13.8197916666667,"2022",14.1541666666667
"43",2022-11-12,14.5041666666667,167,14.678125,"2022",14.5911458333333
"44",2022-11-13,13.871875,164,12.6229166666667,"2022",13.2473958333333
"45",2022-11-14,13.2989583333333,164,10.0791666666667,"2022",11.6890625
"46",2022-11-15,13.0354166666667,167,9.42083333333333,"2022",11.228125
"47",2022-11-16,12.9770833333333,164,9.384375,"2022",11.1807291666667
"48",2022-11-17,12.6041666666667,164,9.11354166666667,"2022",10.8588541666667
"49",2022-11-18,12.2239583333333,164,8.271875,"2022",10.2479166666667
"50",2022-11-19,11.9041666666667,164,8.02708333333333,"2022",9.965625
"51",2022-11-20,11.446875,164,7.45,"2022",9.4484375
"52",2022-11-21,11.1135416666667,164,6.62291666666667,"2022",8.86822916666667
"53",2022-11-22,11.015625,164,6.88333333333333,"2022",8.94947916666667
"54",2022-11-23,10.853125,164,7.32916666666667,"2022",9.09114583333333
"55",2022-11-24,10.6947916666667,164,7.7625,"2022",9.22864583333333
"56",2022-11-25,10.725,164,8.6375,"2022",9.68125
"57",2022-11-26,10.3833333333333,167,8.525,"2022",9.45416666666667
"58",2022-11-27,10.4395833333333,167,8.69791666666667,"2022",9.56875
"59",2022-11-28,10.4333333333333,167,9.61041666666667,"2022",10.021875
"60",2022-11-29,10.259375,167,9.45833333333333,"2022",9.85885416666667
"61",2022-11-30,10.28125,164,9.79375,"2022",10.0375
"62",2022-12-01,9.74270833333333,164,8.32083333333333,"2022",9.03177083333333
"63",2022-12-02,9.60833333333333,159,6.83229166666667,"2022",8.2203125
"64",2022-12-03,9.84270833333333,164,8.11979166666667,"2022",8.98125
"65",2022-12-04,9.61458333333333,161,8.29479166666667,"2022",8.9546875
"66",2022-12-05,9.27708333333333,161,6.578125,"2022",7.92760416666667
"67",2022-12-06,9.46666666666667,161,7.403125,"2022",8.43489583333333
"68",2022-12-07,9.578125,159,8.79583333333333,"2022",9.18697916666667
"69",2022-12-08,9.55833333333333,161,9.81770833333333,"2022",9.68802083333333
"70",2022-12-09,9.52708333333333,159,10.0760416666667,"2022",9.8015625
"71",2022-12-10,9.446875,161,9.459375,"2022",9.453125
"72",2022-12-11,9.34895833333333,161,9.1125,"2022",9.23072916666667
"73",2022-12-12,9.18125,159,8.95729166666667,"2022",9.06927083333333
"74",2022-12-13,9.04583333333333,161,8.28125,"2022",8.66354166666667
