"","Date","meanT","meanD"
"1",2001-10-01,16.55,210
"2",2001-10-02,16.9,194
"3",2001-10-03,17.325,192
"4",2001-10-04,17.3,192
"5",2001-10-05,17.15,192
"6",2001-10-06,16.7,191
"7",2001-10-07,15.7,190
"8",2001-10-08,15.025,190
"9",2001-10-09,14.925,190
"10",2001-10-10,15.025,190
"11",2001-10-11,15.7,190
"12",2001-10-12,15.875,190
"13",2001-10-13,16.225,187
"14",2001-10-14,16.325,187
"15",2001-10-15,15.6,187
"16",2001-10-16,14.85,187
"17",2001-10-17,14.1,187
"18",2001-10-18,13.675,187
"19",2001-10-19,14,185
"20",2001-10-20,14.325,184
"21",2001-10-21,14.6,184
"22",2001-10-22,14.725,184
"23",2001-10-23,14.825,184
"24",2001-10-24,15.4,184
"25",2001-10-25,15,182
"26",2001-10-26,13.75,181
"27",2001-10-27,12.575,181
"28",2001-10-28,12.25,181
"29",2001-10-29,12.25,181
"30",2001-10-30,12.525,181
"31",2001-10-31,13.05,180
"32",2001-11-01,NA,162
"33",2001-11-02,NA,156
"34",2001-11-03,NA,156
"35",2001-11-04,NA,155
"36",2001-11-05,NA,154
"37",2001-11-06,NA,154
"38",2001-11-07,NA,154
"39",2001-11-08,NA,153
"40",2001-11-09,NA,151
"41",2001-11-10,NA,154
"42",2001-11-11,NA,154
"43",2001-11-12,NA,154
"44",2001-11-13,NA,154
"45",2001-11-14,NA,154
"46",2001-11-15,NA,154
"47",2001-11-16,NA,156
"48",2001-11-17,NA,156
"49",2001-11-18,NA,156
"50",2001-11-19,NA,156
"51",2001-11-20,NA,156
"52",2001-11-21,10.325,157
"53",2001-11-22,10.05,159
"54",2001-11-23,9.975,159
"55",2001-11-24,11.05,159
"56",2001-11-25,12.1,159
"57",2001-11-26,11.725,159
"58",2001-11-27,11.425,160
"59",2001-11-28,11.85,162
"60",2001-11-29,12.075,162
"61",2001-11-30,12.5,162
"62",2001-12-01,11.95,162
"63",2001-12-02,11.025,162
"64",2001-12-03,10.225,164
"65",2001-12-04,10.1,164
"66",2001-12-05,10.5,164
"67",2001-12-06,10.7,164
"68",2001-12-07,11.275,164
"69",2001-12-08,11.15,164
"70",2001-12-09,10.6,164
"71",2001-12-10,9.975,166
"72",2001-12-11,10.075,167
"73",2001-12-12,10.525,166
"74",2001-12-13,11,164
"75",2001-12-14,11.475,167
"76",2001-12-15,10.7,170
"77",2001-12-16,10.075,170
"78",2001-12-17,9.95,170
"79",2001-12-18,10.325,170
"80",2001-12-19,9.525,170
"81",2001-12-20,8.95,172
"82",2001-12-21,8.15,173
"83",2001-12-22,7.875,173
"84",2001-12-23,8.1,173
"85",2001-12-24,8.325,173
"86",2001-12-25,7.7,173
"87",2001-12-26,7.35,175
"88",2001-12-27,7.125,175
"89",2001-12-28,7.1,175
"90",2001-12-29,6.9,175
"91",2001-12-30,6.475,175
"92",2001-12-31,6.075,175
"93",2002-01-01,5.725,178
"94",2002-01-02,5.625,178
"95",2002-01-03,5.775,178
"96",2002-01-04,5.55,178
"97",2002-01-05,5.45,178
"98",2002-01-06,5.475,179
"99",2002-01-07,5.725,181
"100",2002-01-08,5.575,181
"101",2002-01-09,5.55,180
"102",2002-01-10,6.075,181
"103",2002-01-11,6.55,181
"104",2002-01-12,5.9,181
"105",2002-01-13,6,181
"106",2002-01-14,5.775,181
"107",2002-01-15,6.075,181
"108",2002-01-16,5.6,181
"109",2002-01-17,5.725,181
"110",2002-01-18,5.925,149
"111",2002-01-19,5.25,124
"112",2002-01-20,5.125,124
"113",2002-01-21,5.55,124
"114",2002-01-22,5.525,124
"115",2002-01-23,5.9,124
"116",2002-01-24,6.425,124
"117",2002-01-25,6.6,124
"118",2002-01-26,6.075,124
"119",2002-01-27,5.95,124
"120",2002-01-28,6.125,124
"121",2002-01-29,6.8,124
"122",2002-01-30,7.575,124
"123",2002-01-31,8.05,124
"124",2002-02-01,8.275,124
"125",2002-02-02,7.125,124
"126",2002-02-03,6.525,124
"127",2002-02-04,5.85,124
"128",2002-02-05,5.325,124
"129",2002-02-06,5.175,124
"130",2002-02-07,5.425,124
"131",2002-02-08,5.575,124
"132",2002-02-09,5.775,124
"133",2002-02-10,5.9,124
"134",2002-02-11,5.95,124
"135",2002-02-12,5.775,124
"136",2002-02-13,5.85,124
"137",2002-02-14,5.725,124
"138",2002-02-15,5.925,124
"139",2002-02-16,6.2,124
"140",2002-02-17,6.2,124
"141",2002-02-18,5.975,124
"142",2002-02-19,6.05,124
"143",2002-02-20,6.475,124
"144",2002-02-21,6.95,124
"145",2002-02-22,6.825,124
"146",2002-02-23,6.625,124
"147",2002-02-24,6.5,124
"148",2002-02-25,6.775,124
"149",2002-02-26,7,124
"150",2002-02-27,6.825,124
"151",2002-02-28,6.35,124
"152",2002-03-01,6.15,124
"153",2002-03-02,6.15,124
"154",2002-03-03,6.25,124
"155",2002-03-04,6.1,124
"156",2002-03-05,5.875,124
"157",2002-03-06,6.35,124
"158",2002-03-07,6.85,124
"159",2002-03-08,7.55,124
"160",2002-03-09,8.075,125
"161",2002-03-10,8.075,125
"162",2002-03-11,7.55,124
"163",2002-03-12,7.475,124
"164",2002-03-13,7.525,124
"165",2002-03-14,8.1,124
"166",2002-03-15,9,124
"167",2002-03-16,9.3,124
"168",2002-03-17,9.2,126
"169",2002-03-18,9.2,125
"170",2002-03-19,9.375,123
"171",2002-03-20,9.15,124
"172",2002-03-21,9.675,124
"173",2002-03-22,9.7,124
"174",2002-03-23,9.1,124
"175",2002-03-24,8.975,124
"176",2002-03-25,9.625,124
"177",2002-03-26,9.775,125
"178",2002-03-27,9.75,125
"179",2002-03-28,9.5,124
"180",2002-03-29,10.35,124
"181",2002-03-30,10.9,124
"182",2002-03-31,10.825,125
"183",2002-04-01,11.025,125
"184",2002-04-02,11.325,124
"185",2002-04-03,11.825,124
"186",2002-04-04,11.375,124
"187",2002-04-05,11.6,124
"188",2002-04-06,11.7,126
"189",2002-04-07,11.4,125
"190",2002-04-08,11.925,123
"191",2002-04-09,12.15,124
"192",2002-04-10,12.725,124
"193",2002-04-11,13.1,124
"194",2002-04-12,12.95,124
"195",2002-04-13,12.95,124
"196",2002-04-14,13.3,125
"197",2002-04-15,13.7,125
"198",2002-04-16,14.05,124
"199",2002-04-17,14.55,124
"200",2002-04-18,14.55,124
"201",2002-04-19,14.85,124
"202",2002-04-20,14.3,124
"203",2002-04-21,14.075,124
"204",2002-04-22,12.2,1010
"205",2002-04-23,9.9,2680
"206",2002-04-24,9.75,3020
"207",2002-04-25,10.95,2090
"208",2002-04-26,12.175,866
"209",2002-04-27,12.425,629
"210",2002-04-28,12.725,776
"211",2002-04-29,11.05,3030
"212",2002-04-30,10,4230
"213",2002-05-01,11.3,2240
"214",2002-05-02,12.7,1060
"215",2002-05-03,12.85,851
"216",2002-05-04,12.35,698
"217",2002-05-05,13.05,698
"218",2002-05-06,12.775,698
"219",2002-05-07,12.775,698
"220",2002-05-08,11.675,1910
"221",2002-05-09,10.7,2960
"222",2002-05-10,11.9,1940
"223",2002-05-11,13.525,925
"224",2002-05-12,13.75,590
"225",2002-05-13,14.125,414
"226",2002-05-14,13.575,416
"227",2002-05-15,13.825,416
"228",2002-05-16,13.825,416
"229",2002-05-17,13.95,416
"230",2002-05-18,13.925,357
"231",2002-05-19,13.35,315
"232",2002-05-20,13.45,315
"233",2002-05-21,13.35,315
"234",2002-05-22,13.725,270
"235",2002-05-23,14.575,230
"236",2002-05-24,15.25,226
"237",2002-05-25,15.9,226
"238",2002-05-26,16.375,226
"239",2002-05-27,16.35,226
"240",2002-05-28,16.375,226
"241",2002-05-29,16.425,226
"242",2002-05-30,16.725,262
"243",2002-05-31,16.725,247
"244",2002-06-01,16.725,274
"245",2002-06-02,16.775,277
"246",2002-06-03,16.6,276
"247",2002-06-04,16.8,275
"248",2002-06-05,17.075,276
"249",2002-06-06,16.275,277
"250",2002-06-07,16.225,278
"251",2002-06-08,16.175,278
"252",2002-06-09,16,278
"253",2002-06-10,16.4,278
"254",2002-06-11,16.625,280
"255",2002-06-12,16.55,281
"256",2002-06-13,16.475,281
"257",2002-06-14,16.425,281
"258",2002-06-15,15.825,281
"259",2002-06-16,15.2,282
"260",2002-06-17,15.65,281
"261",2002-06-18,15.825,281
"262",2002-06-19,16.175,281
"263",2002-06-20,16.3,281
"264",2002-06-21,16.35,283
"265",2002-06-22,16.45,284
"266",2002-06-23,16.675,283
"267",2002-06-24,16.9,283
"268",2002-06-25,16.925,283
"269",2002-06-26,16.6,284
"270",2002-06-27,16.25,285
"271",2002-06-28,16.175,285
"272",2002-06-29,16.65,283
"273",2002-06-30,16.675,292
"274",2002-07-01,16.85,297
"275",2002-07-02,16.825,298
"276",2002-07-03,16.45,300
"277",2002-07-04,16.4,299
"278",2002-07-05,16.55,296
"279",2002-07-06,16.275,296
"280",2002-07-07,16.175,296
"281",2002-07-08,16.225,298
"282",2002-07-09,16.575,300
"283",2002-07-10,16.15,300
"284",2002-07-11,15.9,300
"285",2002-07-12,15.575,299
"286",2002-07-13,15.6,297
"287",2002-07-14,15.2,300
"288",2002-07-15,16.15,298
"289",2002-07-16,16.575,296
"290",2002-07-17,16.35,296
"291",2002-07-18,16.025,296
"292",2002-07-19,15.85,296
"293",2002-07-20,16.15,296
"294",2002-07-21,16.575,296
"295",2002-07-22,16.625,296
"296",2002-07-23,16.625,296
"297",2002-07-24,16.625,296
"298",2002-07-25,16.1,296
"299",2002-07-26,16.175,296
"300",2002-07-27,16.2,296
"301",2002-07-28,16.55,296
"302",2002-07-29,17.075,296
"303",2002-07-30,17.075,296
"304",2002-07-31,17,296
"305",2002-08-01,16.7,296
"306",2002-08-02,16.925,296
"307",2002-08-03,16.925,296
"308",2002-08-04,16.75,296
"309",2002-08-05,16.9,296
"310",2002-08-06,16.875,296
"311",2002-08-07,16.35,293
"312",2002-08-08,16.175,292
"313",2002-08-09,16.275,292
"314",2002-08-10,16.15,295
"315",2002-08-11,16.425,296
"316",2002-08-12,16.8,296
"317",2002-08-13,16.75,296
"318",2002-08-14,16.875,296
"319",2002-08-15,16.825,296
"320",2002-08-16,16.45,296
"321",2002-08-17,16.35,296
"322",2002-08-18,16.3,296
"323",2002-08-19,16.75,296
"324",2002-08-20,16.9,294
"325",2002-08-21,16.75,292
"326",2002-08-22,17.2,292
"327",2002-08-23,17.225,266
"328",2002-08-24,17.275,243
"329",2002-08-25,16.9,243
"330",2002-08-26,16.525,243
"331",2002-08-27,16.1,243
"332",2002-08-28,15.8,243
"333",2002-08-29,16.175,240
"334",2002-08-30,16.7,239
"335",2002-08-31,16.225,239
"336",2002-09-01,16.4,220
"337",2002-09-02,17.425,211
"338",2002-09-03,17.5,211
"339",2002-09-04,17.4,211
"340",2002-09-05,16.875,211
"341",2002-09-06,16.825,211
"342",2002-09-07,17.075,211
"343",2002-09-08,17.1,211
"344",2002-09-09,16.825,211
"345",2002-09-10,16.525,211
"346",2002-09-11,16.675,211
"347",2002-09-12,16.125,211
"348",2002-09-13,16,211
"349",2002-09-14,16.175,211
"350",2002-09-15,15.975,211
"351",2002-09-16,16.4,211
"352",2002-09-17,16.65,211
"353",2002-09-18,16.425,211
"354",2002-09-19,16.725,211
"355",2002-09-20,17.075,211
"356",2002-09-21,16.975,211
"357",2002-09-22,16.525,212
