"","Date","meanT","meanD"
"1",2023-10-01,17.4,210
"2",2023-10-02,17.05,207
"3",2023-10-03,17.375,207
"4",2023-10-04,17.275,207
"5",2023-10-05,16.8,207
"6",2023-10-06,16.7,207
"7",2023-10-07,16.45,207
"8",2023-10-08,15.2,207
"9",2023-10-09,14.55,207
"10",2023-10-10,14.85,207
"11",2023-10-11,14.725,207
"12",2023-10-12,15.15,207
"13",2023-10-13,15.65,207
"14",2023-10-14,16.05,207
"15",2023-10-15,15.525,207
"16",2023-10-16,14.625,198
"17",2023-10-17,14.35,194
"18",2023-10-18,14.7,194
"19",2023-10-19,14.4,194
"20",2023-10-20,14.6,194
"21",2023-10-21,14.75,194
"22",2023-10-22,14.3,194
"23",2023-10-23,13.525,194
"24",2023-10-24,13.5,193
"25",2023-10-25,14.075,191
"26",2023-10-26,14.075,194
"27",2023-10-27,14.55,194
"28",2023-10-28,15.1,191
"29",2023-10-29,15.925,191
"30",2023-10-30,15.4,191
"31",2023-10-31,13.925,191
"32",2023-11-01,12.35,174
"33",2023-11-02,11.1,164
"34",2023-11-03,11.15,163
"35",2023-11-04,11.7,162
"36",2023-11-05,12.225,161
"37",2023-11-06,12.175,159
"38",2023-11-07,12.7,159
"39",2023-11-08,13.05,159
"40",2023-11-09,13.325,159
"41",2023-11-10,12.9,159
"42",2023-11-11,12.05,159
"43",2023-11-12,11.45,159
"44",2023-11-13,11.1,159
"45",2023-11-14,10.925,159
"46",2023-11-15,10.875,159
"47",2023-11-16,10.65,159
"48",2023-11-17,11.075,159
"49",2023-11-18,11.95,159
"50",2023-11-19,10.8,159
"51",2023-11-20,10.125,159
"52",2023-11-21,10.275,159
"53",2023-11-22,10.675,159
"54",2023-11-23,10.425,158
"55",2023-11-24,10,157
"56",2023-11-25,9.5,157
"57",2023-11-26,8.975,157
"58",2023-11-27,9,157
"59",2023-11-28,7.975,157
"60",2023-11-29,7.075,157
"61",2023-11-30,7.5,157
"62",2023-12-01,8.05,157
"63",2023-12-02,8.95,157
"64",2023-12-03,10.05,157
"65",2023-12-04,9.35,157
"66",2023-12-05,8.525,157
"67",2023-12-06,8.275,157
"68",2023-12-07,7.85,157
"69",2023-12-08,7.825,157
"70",2023-12-09,7.825,157
"71",2023-12-10,8.65,157
"72",2023-12-11,8.125,157
"73",2023-12-12,7,158
"74",2023-12-13,6.75,157
"75",2023-12-14,6.35,158
"76",2023-12-15,6.35,157
"77",2023-12-16,6.575,158
"78",2023-12-17,7.15,157
"79",2023-12-18,7.55,157
"80",2023-12-19,6.45,158
"81",2023-12-20,5.45,158
"82",2023-12-21,5.625,158
"83",2023-12-22,6.225,158
"84",2023-12-23,6.425,158
"85",2023-12-24,6.75,158
"86",2023-12-25,7,158
"87",2023-12-26,7.575,158
"88",2023-12-27,8.175,158
"89",2023-12-28,8.05,158
"90",2023-12-29,7.2,158
"91",2023-12-30,6.775,158
"92",2023-12-31,6.65,158
"93",2024-01-01,6.3,158
"94",2024-01-02,5.95,158
"95",2024-01-03,5.425,130
"96",2024-01-04,5.625,105
"97",2024-01-05,4.725,106
"98",2024-01-06,4.9,106
"99",2024-01-07,5.725,106
"100",2024-01-08,5.8,106
"101",2024-01-09,5.95,107
"102",2024-01-10,6.425,108
"103",2024-01-11,6.075,108
"104",2024-01-12,5.7,108
"105",2024-01-13,5.75,108
"106",2024-01-14,4.925,108
"107",2024-01-15,4.35,108
"108",2024-01-16,4.125,108
"109",2024-01-17,3.05,108
"110",2024-01-18,2.925,108
"111",2024-01-19,3.8,108
"112",2024-01-20,3.15,108
"113",2024-01-21,2.475,109
"114",2024-01-22,2.575,109
"115",2024-01-23,3.35,102
"116",2024-01-24,4.475,99.5
"117",2024-01-25,5.4,111
"118",2024-01-26,6.475,111
"119",2024-01-27,6.525,108
"120",2024-01-28,6.675,116
"121",2024-01-29,6.225,118
"122",2024-01-30,6.2,105
"123",2024-01-31,6.075,120
"124",2024-02-01,6.125,113
"125",2024-02-02,6.225,109
"126",2024-02-03,5.575,110
"127",2024-02-04,5.4,111
"128",2024-02-05,5.425,111
"129",2024-02-06,5.5,107
"130",2024-02-07,5.35,106
"131",2024-02-08,5.525,106
"132",2024-02-09,6.5,106
"133",2024-02-10,7.225,106
"134",2024-02-11,7.6,106
"135",2024-02-12,7.35,107
"136",2024-02-13,7.15,109
"137",2024-02-14,6.6,110
"138",2024-02-15,6.375,111
"139",2024-02-16,6.65,113
"140",2024-02-17,5.925,113
"141",2024-02-18,5,115
"142",2024-02-19,5.4,115
"143",2024-02-20,5.675,116
"144",2024-02-21,5.85,116
"145",2024-02-22,6.375,117
"146",2024-02-23,7.275,112
"147",2024-02-24,6.725,106
"148",2024-02-25,6.175,106
"149",2024-02-26,6.625,106
"150",2024-02-27,6.65,106
"151",2024-02-28,7.325,107
"152",2024-02-29,6.3,108
"153",2024-03-01,6.05,108
"154",2024-03-02,7.25,108
"155",2024-03-03,8.15,108
"156",2024-03-04,8.775,108
"157",2024-03-05,9.05,379
"158",2024-03-06,7.375,607
"159",2024-03-07,7.4,722
"160",2024-03-08,7,807
"161",2024-03-09,6.775,694
"162",2024-03-10,7.525,804
"163",2024-03-11,7.45,1140
