"","Date","meanT","meanD"
"1",2011-10-01,14.275,220
"2",2011-10-02,13.525,203
"3",2011-10-03,13.425,203
"4",2011-10-04,14.15,202
"5",2011-10-05,14.65,200
"6",2011-10-06,14.9,200
"7",2011-10-07,15.1,200
"8",2011-10-08,15.175,200
"9",2011-10-09,14.9,200
"10",2011-10-10,14.775,200
"11",2011-10-11,14.625,200
"12",2011-10-12,14.875,200
"13",2011-10-13,15.475,200
"14",2011-10-14,15.3,201
"15",2011-10-15,14.35,202
"16",2011-10-16,14.2,201
"17",2011-10-17,15.1,192
"18",2011-10-18,15.35,187
"19",2011-10-19,15.925,187
"20",2011-10-20,15.3,190
"21",2011-10-21,14.875,187
"22",2011-10-22,14.475,184
"23",2011-10-23,14.55,184
"24",2011-10-24,14.85,184
"25",2011-10-25,14.7,184
"26",2011-10-26,14.15,167
"27",2011-10-27,14.5,183
"28",2011-10-28,13.825,184
"29",2011-10-29,12.9,184
"30",2011-10-30,12.825,184
"31",2011-10-31,12.9,184
"32",2011-11-01,12.875,166
"33",2011-11-02,12.7,155
"34",2011-11-03,12.875,155
"35",2011-11-04,13.375,155
"36",2011-11-05,12.4,155
"37",2011-11-06,11.775,153
"38",2011-11-07,12.05,153
"39",2011-11-08,12.15,153
"40",2011-11-09,12.125,153
"41",2011-11-10,12.7,153
"42",2011-11-11,11.4,153
"43",2011-11-12,10.575,155
"44",2011-11-13,11.125,155
"45",2011-11-14,11.95,154
"46",2011-11-15,12.725,155
"47",2011-11-16,12.675,155
"48",2011-11-17,11.525,155
"49",2011-11-18,10.125,155
"50",2011-11-19,9.85,155
"51",2011-11-20,10.65,154
"52",2011-11-21,11.675,154
"53",2011-11-22,12.075,155
"54",2011-11-23,11.675,155
"55",2011-11-24,10.625,155
"56",2011-11-25,10.05,155
"57",2011-11-26,9.825,155
"58",2011-11-27,10.45,155
"59",2011-11-28,11.575,156
"60",2011-11-29,11.525,158
"61",2011-11-30,10.475,154
"62",2011-12-01,9.575,150
"63",2011-12-02,9.35,150
"64",2011-12-03,9.275,150
"65",2011-12-04,9.25,150
"66",2011-12-05,9.8,150
"67",2011-12-06,10.7,152
"68",2011-12-07,10.4,155
"69",2011-12-08,9.325,162
"70",2011-12-09,8.9,168
"71",2011-12-10,8.7,167
"72",2011-12-11,8.025,167
"73",2011-12-12,7.8,167
"74",2011-12-13,8.575,475
"75",2011-12-14,9.25,562
"76",2011-12-15,9.25,261
"77",2011-12-16,9.3,158
"78",2011-12-17,8.225,158
"79",2011-12-18,7.575,158
"80",2011-12-19,7.4,382
"81",2011-12-20,8.075,670
"82",2011-12-21,8.175,465
"83",2011-12-22,8.175,426
"84",2011-12-23,8.2,848
"85",2011-12-24,7.775,1120
"86",2011-12-25,7.575,740
"87",2011-12-26,7.5,501
"88",2011-12-27,7.525,656
"89",2011-12-28,7.475,743
"90",2011-12-29,7.225,918
"91",2011-12-30,7.475,692
"92",2011-12-31,7.65,291
"93",2012-01-01,7.25,241
"94",2012-01-02,6.625,280
"95",2012-01-03,5.775,418
"96",2012-01-04,5.875,430
"97",2012-01-05,6.425,393
"98",2012-01-06,6.25,328
"99",2012-01-07,6.45,226
"100",2012-01-08,6.175,184
"101",2012-01-09,5.975,184
"102",2012-01-10,6,184
"103",2012-01-11,5.95,733
"104",2012-01-12,6.425,606
"105",2012-01-13,6.1,841
"106",2012-01-14,5.725,1160
"107",2012-01-15,5.6,737
"108",2012-01-16,5.375,427
"109",2012-01-17,6.025,527
"110",2012-01-18,5.8,959
"111",2012-01-19,5.35,937
"112",2012-01-20,5.525,810
"113",2012-01-21,5.625,1030
"114",2012-01-22,5.525,1160
"115",2012-01-23,5.525,1160
"116",2012-01-24,5.675,737
"117",2012-01-25,5.5,699
"118",2012-01-26,5.725,1030
"119",2012-01-27,6.125,733
"120",2012-01-28,5.725,496
"121",2012-01-29,5.2,496
"122",2012-01-30,5.275,496
"123",2012-01-31,5.45,496
"124",2012-02-01,5.825,496
"125",2012-02-02,6.275,437
"126",2012-02-03,5.55,360
"127",2012-02-04,5.55,280
"128",2012-02-05,5.725,352
"129",2012-02-06,5.55,359
"130",2012-02-07,5.6,304
"131",2012-02-08,5.575,255
"132",2012-02-09,5.525,239
"133",2012-02-10,5.45,213
"134",2012-02-11,5.225,197
